player_name,team,pos,PFR,PUR,PAR,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,player_OZ_retention_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio,ROC,ROL,ROC_adj,ROL_adj,context_flag,CF_pct,player_id,seasons_covered,player_DZ_time_pct,PUR_raw,PAR_raw,teammates_avg_OZ_retention,teammates_avg_DZ_escape,ROC_weight_sec,ROL_weight_sec
Mikko Rantanen,DAL,R,0.8309,0.6531,0.786,64,946.05,14.782,188,2.938,106,1.656,68.68,23.18,0.9572,0.8451,1.0184,0.9436,0.9668,0.6389,0.6046,0.7017,0.7253,🟢 Elite — self made,0.5061,8478420,"2022-23, 2023-24, 2024-25, 2025-26",76.82,2.1415,2.3311,0.6743,0.2457,153279,110963
Linus Karlsson,VAN,C,0.8312,0.4478,0.5387,78,835.73,10.715,129,1.654,106,1.359,70.23,19.92,0.9788,0.7261,1.0075,0.8477,1.1205,0.6301,0.5695,0.6935,0.6741,🔴 Underperforming — tough situation,0.4939,8481024,"2023-24, 2024-25, 2025-26",80.08,1.4683,1.5978,0.697,0.235,129773,47932
Oliver Moore,CHI,C,0.8316,0.4608,0.5541,51,555.17,10.886,103,2.02,75,1.471,77.01,17.92,1.0735,0.6534,1.1177,0.7605,0.9896,0.6214,0.5671,0.6856,0.6855,🔴 Underperforming — tough situation,0.4976,8484197,"2024-25, 2025-26",82.08,1.5109,1.6434,0.689,0.2357,87448,65865
Jason Robertson,DAL,L,0.8326,0.6803,0.8171,82,1226.67,14.959,177,2.159,136,1.659,67.98,24.89,0.9476,0.9075,1.0059,1.0095,0.8878,0.6398,0.6041,0.7026,0.7247,🟢 Elite — self made,0.5089,8480027,"2022-23, 2023-24, 2024-25, 2025-26",75.11,2.2306,2.4233,0.6758,0.2466,200965,143080
Ilya Mikheyev,CHI,R,0.8327,0.6056,0.7272,77,1094.2,14.21,112,1.455,194,2.519,68.88,21.35,0.9601,0.7784,0.9912,0.8971,0.9926,0.6588,0.5929,0.7228,0.7142,🟢 Elite — self made,0.4889,8481624,"2022-23, 2023-24, 2024-25, 2025-26",78.65,1.9857,2.1569,0.6949,0.238,178151,122504
Jamie Benn,DAL,L,0.8328,0.5201,0.6245,60,675.75,11.262,106,1.767,100,1.667,72.1,24.11,1.0049,0.8789,1.075,0.9711,0.9469,0.6254,0.5866,0.692,0.7047,🔴 Underperforming — tough situation,0.4837,8473994,"2022-23, 2023-24, 2024-25, 2025-26",75.89,1.7053,1.8522,0.6706,0.2483,109026,75005
Colton Dach,EDM,C,0.8349,0.4925,0.5899,60,626.72,10.445,71,1.183,82,1.367,76.4,23.56,1.0648,0.8587,1.0965,0.9875,1.0327,0.6149,0.5627,0.6781,0.6711,🔴 Underperforming — tough situation,0.4747,8482703,"2024-25, 2025-26",76.44,1.615,1.7497,0.6968,0.2385,96491,65908
Andre Burakovsky,CHI,L,0.8355,0.6293,0.7533,75,1001.1,13.348,181,2.413,78,1.04,69.75,26.09,0.9722,0.9512,1.0085,1.0738,0.9925,0.628,0.6466,0.6933,0.7817,🟢 Elite — self made,0.4844,8477444,"2022-23, 2023-24, 2024-25, 2025-26",73.91,2.0636,2.2341,0.6916,0.243,162458,118916
Roope Hintz,DAL,C,0.8365,0.6325,0.7561,53,664.33,12.535,125,2.358,99,1.868,70.63,29.46,0.9844,1.0742,1.0515,1.1744,0.9902,0.6353,0.6348,0.7005,0.7637,🟢 Elite — self made,0.5069,8478449,"2022-23, 2023-24, 2024-25, 2025-26",70.54,2.0741,2.2426,0.6717,0.2509,109904,78931
Tyler Seguin,DAL,C,0.8376,0.5859,0.6994,27,356.13,13.19,57,2.111,72,2.667,64.86,24.9,0.9041,0.9079,0.9644,0.9923,0.9736,0.6386,0.6185,0.7003,0.7443,🟡 Solid — self made,0.4981,8475794,"2022-23, 2023-24, 2024-25, 2025-26",75.1,1.921,2.0744,0.6726,0.251,58807,39807
