player_id,player_name,pos,team,seasons_covered,scenario,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,nz_faceoff_shifts,player_OZ_retention_pct,player_DZ_time_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio
8482197,Adam Raska,R,MIN,"2022-23, 2023-24",pooled,8,69.4,8.675,4,0.5,10,1.25,14,,,,,,,,
8480890,Jan Jenik,R,OTT,"2022-23, 2023-24, 2024-25",pooled,9,68.9,7.656,4,0.444,8,0.889,18,,,,,,,,
8475461,Andrew Agozzino,L,UTA,"2022-23, 2025-26",pooled,6,68.22,11.369,8,1.333,9,1.5,19,,,,,,,,
8479330,Brandon Gignac,C,MTL,2023-24,pooled,7,64.7,9.243,9,1.286,6,0.857,13,,,,,,,,
8484793,Sacha Boisvert,C,CHI,2025-26,pooled,7,64.52,9.217,7,1.0,5,0.714,22,,,,,,,,
8474089,Brad Malone,C,EDM,2022-23,pooled,10,64.18,6.418,16,1.6,11,1.1,14,,,,,,,,
8476425,Joseph LaBate,C,VAN,"2024-25, 2025-26",pooled,7,64.17,9.167,6,0.857,12,1.714,13,,,,,,,,
8485105,Nikita Prishchepov,C,COL,2024-25,pooled,10,63.67,6.367,6,0.6,7,0.7,12,,,,,,,,
8479522,Hardy Haman Aktell,D,WSH,2023-24,pooled,6,63.35,10.558,4,0.667,4,0.667,8,,,,,,,,
8484234,Aydar Suniev,L,CGY,"2024-25, 2025-26",pooled,6,62.5,10.417,6,1.0,6,1.0,13,,,,,,,,
8483712,Ludvig Jansson,D,FLA,2025-26,pooled,4,61.75,15.438,11,2.75,10,2.5,14,,,,,,,,
8480467,Austin Strand,D,ANA,2022-23,pooled,5,61.37,12.273,10,2.0,3,0.6,12,,,,,,,,
8479341,Cam Dineen,D,EDM,2024-25,pooled,4,60.75,15.188,12,3.0,4,1.0,7,,,,,,,,
8481848,Jacob Gaucher,C,PHI,"2024-25, 2025-26",pooled,8,60.47,7.558,9,1.125,5,0.625,14,,,,,,,,
8485511,Quinn Hutson,R,EDM,"2024-25, 2025-26",pooled,6,58.38,9.731,16,2.667,6,1.0,11,,,,,,,,
8486056,Tyson Gross,C,CGY,2025-26,pooled,6,57.52,9.586,4,0.667,15,2.5,10,,,,,,,,
8484933,Mikulas Hovorka,D,FLA,2025-26,pooled,4,54.63,13.658,9,2.25,4,1.0,15,,,,,,,,
8481683,Aidan McDonough,L,VAN,2022-23,pooled,6,54.1,9.017,8,1.333,8,1.333,18,,,,,,,,
8483467,Kirill Kudryavtsev,D,VAN,"2024-25, 2025-26",pooled,4,53.42,13.354,6,1.5,6,1.5,6,,,,,,,,
8474162,Jake Muzzin,D,TOR,2022-23,pooled,4,52.83,13.208,5,1.25,11,2.75,13,,,,,,,,
8482174,William Villeneuve,D,TOR,2025-26,pooled,3,51.98,17.328,9,3.0,8,2.667,14,,,,,,,,
8484999,Ilya Protas,L,WSH,2025-26,pooled,4,51.85,12.963,8,2.0,12,3.0,8,,,,,,,,
8479249,Andrew Poturalski,C,SJS,"2023-24, 2024-25",pooled,5,51.38,10.277,6,1.2,6,1.2,10,,,,,,,,
8480328,David Gust,R,CHI,2022-23,pooled,4,50.67,12.667,1,0.25,7,1.75,11,,,,,,,,
8482061,Brandon Biro,L,BUF,2023-24,pooled,5,50.6,10.12,9,1.8,10,2.0,10,,,,,,,,
8477467,Gustav Olofsson,D,SEA,"2022-23, 2023-24",pooled,4,50.6,12.65,8,2.0,3,0.75,4,,,,,,,,
8481562,Domenick Fensore,D,CAR,"2024-25, 2025-26",pooled,3,50.45,16.817,6,2.0,4,1.333,17,,,,,,,,
8483433,Jack Devine,R,FLA,2025-26,pooled,6,50.02,8.336,13,2.167,2,0.333,19,,,,,,,,
8483463,Aleksanteri Kaskimaki,C,STL,2025-26,pooled,5,49.28,9.857,8,1.6,7,1.4,7,,,,,,,,
8485483,Karsen Dorwart,L,PHI,2024-25,pooled,5,49.23,9.847,7,1.4,3,0.6,12,,,,,,,,
8484759,Carter Yakemchuk,D,OTT,2025-26,pooled,4,49.08,12.271,21,5.25,2,0.5,9,,,,,,,,
8479526,Otto Koivula,L,NYI,2022-23,pooled,8,48.02,6.002,2,0.25,6,0.75,9,,,,,,,,
8484403,Florian Xhekaj,L,MTL,2025-26,pooled,5,47.92,9.583,8,1.6,6,1.2,17,,,,,,,,
8480242,Arnaud Durandeau,L,NYI,2022-23,pooled,4,47.62,11.904,5,1.25,7,1.75,8,,,,,,,,
8485467,Luke Haymes,C,TOR,2025-26,pooled,4,47.42,11.854,4,1.0,4,1.0,10,,,,,,,,
8479518,Fredrik Karlstrom,C,DAL,2022-23,pooled,5,47.15,9.43,7,1.4,5,1.0,10,,,,,,,,
8482452,Elliot Desnoyers,L,PHI,2022-23,pooled,4,46.17,11.542,8,2.0,4,1.0,5,,,,,,,,
8482654,Jackson Cates,C,PHI,2022-23,pooled,5,44.7,8.94,2,0.4,7,1.4,7,,,,,,,,
8480846,Sampo Ranta,L,COL,2022-23,pooled,6,43.83,7.306,4,0.667,4,0.667,13,,,,,,,,
8481737,Matt Stienburg,C,COL,2024-25,pooled,8,43.58,5.448,5,0.625,7,0.875,9,,,,,,,,
8476166,Taylor Fedun,D,PIT,2022-23,pooled,4,43.48,10.871,6,1.5,1,0.25,5,,,,,,,,
8482785,Justin Robidas,C,CAR,"2024-25, 2025-26",pooled,4,43.1,10.775,13,3.25,4,1.0,15,,,,,,,,
8483841,Xavier Parent,C,NJD,2025-26,pooled,5,42.77,8.553,5,1.0,6,1.2,3,,,,,,,,
8482804,Ty Murchison,D,PHI,2025-26,pooled,3,42.08,14.028,11,3.667,5,1.667,10,,,,,,,,
8480226,Marián Studenic,L,SEA,"2022-23, 2023-24",pooled,5,41.83,8.367,3,0.6,6,1.2,3,,,,,,,,
8484380,Wilmer Skoog,C,FLA,2025-26,pooled,3,40.78,13.594,3,1.0,9,3.0,11,,,,,,,,
8483526,Danil Zhilkin,C,WPG,2025-26,pooled,6,40.67,6.778,3,0.5,5,0.833,8,,,,,,,,
8478056,Clark Bishop,C,CGY,2024-25,pooled,6,40.27,6.711,5,0.833,4,0.667,6,,,,,,,,
8481594,Nathan Légaré,R,NJD,"2024-25, 2025-26",pooled,4,39.9,9.975,6,1.5,2,0.5,8,,,,,,,,
8479329,Frederic Allard,D,MTL,2022-23,pooled,3,39.45,13.15,5,1.667,1,0.333,9,,,,,,,,
8481690,Tyler Angle,C,CBJ,"2022-23, 2023-24",pooled,4,38.7,9.675,2,0.5,8,2.0,5,,,,,,,,
8479419,Brett Murray,L,BUF,"2023-24, 2024-25",pooled,5,38.4,7.68,10,2.0,2,0.4,8,,,,,,,,
8483012,Logan Morrison,C,SEA,2023-24,pooled,4,38.12,9.529,9,2.25,2,0.5,5,,,,,,,,
8477520,Jean-Sebastien Dea,C,ARI,2022-23,pooled,4,37.8,9.45,3,0.75,7,1.75,10,,,,,,,,
8482181,Tristen Robins,C,SJS,2022-23,pooled,3,37.03,12.344,2,0.667,3,1.0,5,,,,,,,,
8482711,Stanislav Svozil,D,CBJ,2022-23,pooled,2,36.85,18.425,3,1.5,6,3.0,2,,,,,,,,
8477359,Tucker Poolman,D,VAN,2022-23,pooled,3,36.68,12.228,7,2.333,6,2.0,7,,,,,,,,
8484214,Luca Pinelli,C,CBJ,2025-26,pooled,3,35.98,11.994,7,2.333,3,1.0,6,,,,,,,,
8484529,Connor Clattenburg,C,EDM,2025-26,pooled,5,35.48,7.097,1,0.2,0,0.0,9,,,,,,,,
8484821,Sam Morton,C,CGY,"2024-25, 2025-26",pooled,4,34.95,8.738,1,0.25,2,0.5,12,,,,,,,,
8485251,Kai Uchacz,C,VGK,2025-26,pooled,3,34.55,11.517,5,1.667,4,1.333,6,,,,,,,,
8474697,Mark Borowiecki,D,NSH,2022-23,pooled,4,34.32,8.579,4,1.0,7,1.75,9,,,,,,,,
8478224,Luke Philp,C,CHI,2022-23,pooled,3,34.2,11.4,3,1.0,8,2.667,6,,,,,,,,
8483709,Abram Wiebe,D,CGY,2025-26,pooled,3,34.13,11.378,7,2.333,3,1.0,6,,,,,,,,
8481578,Graeme Clarke,R,NJD,2023-24,pooled,3,33.37,11.122,3,1.0,8,2.667,11,,,,,,,,
8479573,Mikhail Maltsev,L,COL,2022-23,pooled,5,32.98,6.597,9,1.8,1,0.2,6,,,,,,,,
8481102,Egor Sokolov,L,OTT,2022-23,pooled,5,32.8,6.56,4,0.8,5,1.0,6,,,,,,,,
8483546,Marshall Rifai,D,TOR,"2023-24, 2025-26",pooled,3,32.62,10.872,3,1.0,2,0.667,6,,,,,,,,
8482712,Oskar Olausson,R,COL,"2022-23, 2023-24, 2024-25",pooled,4,32.48,8.121,5,1.25,4,1.0,7,,,,,,,,
8483569,Wyatt Aamodt,D,COL,2024-25,pooled,2,32.33,16.167,1,0.5,4,2.0,9,,,,,,,,
8486166,Viking Gustafsson-Nyberg,D,MIN,2025-26,pooled,2,32.2,16.1,4,2.0,7,3.5,6,,,,,,,,
8481433,Taro Hirose,L,DET,2022-23,pooled,3,30.98,10.328,4,1.333,3,1.0,9,,,,,,,,
8482873,Topias Vilen,D,NJD,2025-26,pooled,2,30.6,15.3,3,1.5,4,2.0,5,,,,,,,,
8476390,Joseph Cramarossa,C,MIN,2022-23,pooled,4,30.5,7.625,4,1.0,8,2.0,8,,,,,,,,
8482448,Samuel Knazko,D,CBJ,2022-23,pooled,2,30.32,15.158,2,1.0,7,3.5,4,,,,,,,,
8485405,Brady Martin,C,NSH,2025-26,pooled,3,29.7,9.9,11,3.667,0,0.0,7,,,,,,,,
8480041,Dmitri Samorukov,D,STL,2022-23,pooled,2,29.63,14.817,2,1.0,3,1.5,7,,,,,,,,
8480979,Nate Smith,C,ARI,2022-23,pooled,4,29.37,7.342,1,0.25,2,0.5,6,,,,,,,,
8485395,James Hagens,C,BOS,2025-26,pooled,2,29.1,14.55,4,2.0,2,1.0,13,,,,,,,,
8478446,Glenn Gawdin,C,ANA,"2022-23, 2023-24",pooled,4,28.95,7.237,5,1.25,5,1.25,3,,,,,,,,
8485385,Braeden Cootes,C,VAN,2025-26,pooled,3,28.92,9.639,3,1.0,2,0.667,5,,,,,,,,
8482141,Lukas Cormier,D,VGK,2023-24,pooled,2,28.37,14.183,3,1.5,4,2.0,7,,,,,,,,
8483920,Pierrick Dube,R,WSH,2023-24,pooled,3,27.8,9.267,3,1.0,4,1.333,9,,,,,,,,
8477471,Dillon Heatherington,D,OTT,2022-23,pooled,3,27.63,9.211,4,1.333,4,1.333,3,,,,,,,,
8479746,Tye Felhaber,L,COL,2024-25,pooled,5,27.4,5.48,1,0.2,3,0.6,2,,,,,,,,
8479375,William Bitten,C,STL,2022-23,pooled,4,26.58,6.646,1,0.25,3,0.75,6,,,,,,,,
8478373,Nikita Soshnikov,R,NYI,2022-23,pooled,3,26.4,8.8,4,1.333,3,1.0,7,,,,,,,,
8475253,Garrett Wilson,L,PHI,2025-26,pooled,3,26.03,8.678,5,1.667,3,1.0,8,,,,,,,,
8481004,Josiah Slavin,L,CAR,2025-26,pooled,2,25.78,12.892,2,1.0,2,1.0,5,,,,,,,,
8483039,Tristen Nielsen,C,COL,2025-26,pooled,4,25.22,6.304,3,0.75,2,0.5,5,,,,,,,,
8484220,David Reinbacher,D,MTL,2025-26,pooled,2,24.58,12.292,2,1.0,1,0.5,4,,,,,,,,
8482663,Dylan Duke,L,TBL,"2024-25, 2025-26",pooled,3,24.4,8.133,7,2.333,5,1.667,5,,,,,,,,
8482213,Riley Duran,C,BOS,2024-25,pooled,2,24.23,12.117,2,1.0,3,1.5,8,,,,,,,,
8483444,Nathan Gaucher,C,ANA,2025-26,pooled,3,23.22,7.739,6,2.0,5,1.667,8,,,,,,,,
8482168,Maxim Groshev,D,TBL,2025-26,pooled,2,22.95,11.475,0,0.0,7,3.5,4,,,,,,,,
8478888,Cameron Hughes,C,DAL,2025-26,pooled,3,21.95,7.317,0,0.0,3,1.0,5,,,,,,,,
8482766,William Stromgren,L,CGY,2025-26,pooled,3,21.73,7.244,1,0.333,0,0.0,5,,,,,,,,
8483766,David Spacek,D,MIN,2025-26,pooled,2,21.2,10.6,3,1.5,5,2.5,6,,,,,,,,
8480443,Kristian Reichel,C,WPG,2022-23,pooled,2,21.12,10.558,1,0.5,4,2.0,10,,,,,,,,
8476404,Andy Andreoff,C,NYI,2022-23,pooled,3,20.8,6.933,1,0.333,0,0.0,5,,,,,,,,
8482167,Bogdan Trineyev,R,WSH,2025-26,pooled,2,20.58,10.292,2,1.0,3,1.5,7,,,,,,,,
8477419,Mason Geertsen,L,BUF,2025-26,pooled,5,20.53,4.107,2,0.4,5,1.0,6,,,,,,,,
8480034,Joel Teasdale,L,MTL,2022-23,pooled,2,20.47,10.233,3,1.5,2,1.0,6,,,,,,,,
8486169,Jake Livanavage,D,PIT,2025-26,pooled,1,20.03,20.033,0,0.0,0,0.0,7,,,,,,,,
8482525,Ryan Tverberg,C,TOR,2025-26,pooled,2,19.73,9.867,1,0.5,1,0.5,8,,,,,,,,
8476396,Steven Fogarty,C,MIN,2022-23,pooled,2,19.3,9.65,2,1.0,4,2.0,1,,,,,,,,
8482179,Justin Richards,C,CBJ,2022-23,pooled,2,18.3,9.15,3,1.5,4,2.0,5,,,,,,,,
8480820,Filip Kral,D,TOR,2022-23,pooled,2,18.05,9.025,2,1.0,3,1.5,3,,,,,,,,
8483641,Anton Levtchi,L,FLA,2022-23,pooled,2,17.67,8.833,3,1.5,2,1.0,4,,,,,,,,
8481016,Ruslan Iskhakov,C,NYI,2023-24,pooled,2,17.63,8.817,3,1.5,3,1.5,7,,,,,,,,
8481740,Tyce Thompson,R,NJD,2022-23,pooled,2,17.3,8.65,3,1.5,4,2.0,6,,,,,,,,
8483763,Maksymilian Szuber,D,ARI,2023-24,pooled,1,16.85,16.85,2,2.0,4,4.0,1,,,,,,,,
8481547,Simon Lundmark,D,TBL,2025-26,pooled,1,16.75,16.75,3,3.0,0,0.0,5,,,,,,,,
8483675,Kenny Connors,C,LAK,2025-26,pooled,2,16.53,8.267,3,1.5,3,1.5,2,,,,,,,,
8481720,Nick Abruzzese,C,TOR,2022-23,pooled,2,16.38,8.192,2,1.0,1,0.5,2,,,,,,,,
8475772,Riley Sheahan,C,BUF,2022-23,pooled,2,16.27,8.133,3,1.5,3,1.5,2,,,,,,,,
8476941,Connor Carrick,D,BOS,2022-23,pooled,1,16.0,16.0,1,1.0,2,2.0,4,,,,,,,,
8475160,Kyle Clifford,L,TOR,2022-23,pooled,2,15.82,7.908,3,1.5,0,0.0,4,,,,,,,,
8484242,Brayden Yager,C,WPG,2025-26,pooled,2,15.52,7.758,2,1.0,1,0.5,6,,,,,,,,
8482866,Ville Ottavainen,D,SEA,2024-25,pooled,1,14.08,14.083,1,1.0,1,1.0,4,,,,,,,,
8483435,Jorian Donovan,D,OTT,2025-26,pooled,2,13.95,6.975,0,0.0,0,0.0,2,,,,,,,,
8482187,Ronan Seeley,D,CAR,2025-26,pooled,1,13.78,13.783,3,3.0,1,1.0,3,,,,,,,,
8484392,Felix Unger Sorum,R,CAR,2025-26,pooled,1,13.77,13.767,1,1.0,1,1.0,1,,,,,,,,
8483017,Frederic Brunet,D,BOS,2024-25,pooled,1,13.53,13.533,0,0.0,2,2.0,3,,,,,,,,
8481576,Ryan Suzuki,C,CAR,2024-25,pooled,2,13.18,6.592,3,1.5,1,0.5,1,,,,,,,,
8480994,Damien Giroux,C,MIN,2022-23,pooled,1,12.87,12.867,0,0.0,0,0.0,1,,,,,,,,
8484148,Oliver Bonk,D,PHI,2025-26,pooled,1,12.73,12.733,4,4.0,0,0.0,0,,,,,,,,
8484259,Ondrej Pavel,C,COL,2023-24,pooled,2,12.62,6.308,1,0.5,0,0.0,4,,,,,,,,
8483760,Hunter McDonald,D,PHI,2025-26,pooled,1,12.6,12.6,3,3.0,0,0.0,0,,,,,,,,
8481536,Daniil Misyul,D,NJD,2024-25,pooled,1,12.38,12.383,4,4.0,0,0.0,4,,,,,,,,
8483699,Angus Booth,D,LAK,2025-26,pooled,1,12.3,12.3,1,1.0,4,4.0,2,,,,,,,,
8485388,Victor Eklund,R,NYI,2025-26,pooled,1,12.25,12.25,2,2.0,2,2.0,3,,,,,,,,
8483461,Devin Kaplan,R,PHI,2024-25,pooled,1,12.2,12.2,0,0.0,2,2.0,4,,,,,,,,
8479347,Tyler Benson,L,EDM,2022-23,pooled,2,12.07,6.033,2,1.0,1,0.5,1,,,,,,,,
8482673,Xavier Bourgault,R,OTT,2025-26,pooled,2,11.92,5.958,2,1.0,0,0.0,2,,,,,,,,
8479304,Kyle Criscuolo,C,SJS,2022-23,pooled,1,11.75,11.75,3,3.0,2,2.0,7,,,,,,,,
8481699,Aku Raty,R,ARI,2023-24,pooled,1,11.75,11.75,1,1.0,0,0.0,3,,,,,,,,
8482698,Tristan Broz,C,PIT,2025-26,pooled,1,11.5,11.5,3,3.0,0,0.0,1,,,,,,,,
8482507,Chase Bradley,L,COL,2024-25,pooled,2,11.15,5.575,0,0.0,2,1.0,4,,,,,,,,
8485469,Jack Williams,R,CBJ,2024-25,pooled,1,11.15,11.15,1,1.0,3,3.0,3,,,,,,,,
8474062,Riley Nash,C,NYR,2023-24,pooled,1,11.08,11.083,1,1.0,3,3.0,0,,,,,,,,
8479594,Nathan Clurman,D,PIT,2024-25,pooled,1,11.08,11.083,0,0.0,1,1.0,2,,,,,,,,
8483538,Owen Sillinger,C,CBJ,2024-25,pooled,1,11.05,11.05,1,1.0,1,1.0,0,,,,,,,,
8483407,Brandon Scanlin,D,NYR,2023-24,pooled,1,10.77,10.767,1,1.0,2,2.0,5,,,,,,,,
8481715,Hunter Skinner,D,STL,2025-26,pooled,1,10.75,10.75,1,1.0,0,0.0,4,,,,,,,,
8474218,Jason Demers,D,EDM,2022-23,pooled,1,10.73,10.733,1,1.0,3,3.0,2,,,,,,,,
8481558,John Farinacci,C,BOS,2024-25,pooled,1,10.05,10.05,0,0.0,5,5.0,1,,,,,,,,
8484326,Patrik Koch,D,ARI,2023-24,pooled,1,9.33,9.333,1,1.0,0,0.0,4,,,,,,,,
8480275,Nick Swaney,R,MIN,2022-23,pooled,1,9.22,9.217,1,1.0,0,0.0,1,,,,,,,,
8478131,Ondrej Kase,R,CAR,2022-23,pooled,1,9.13,9.133,8,8.0,3,3.0,2,,,,,,,,
8482781,Carson Lambos,D,MIN,2025-26,pooled,1,9.0,9.0,0,0.0,2,2.0,2,,,,,,,,
8479252,Dan Renouf,D,BOS,2022-23,pooled,1,8.92,8.917,4,4.0,1,1.0,5,,,,,,,,
8480072,Lias Andersson,C,LAK,2022-23,pooled,1,8.62,8.617,1,1.0,1,1.0,2,,,,,,,,
8479602,Jeremy Davies,D,BUF,2022-23,pooled,1,8.47,8.467,2,2.0,0,0.0,2,,,,,,,,
8480863,Gabriel Fortier,L,TBL,2022-23,pooled,1,8.42,8.417,0,0.0,1,1.0,3,,,,,,,,
8479404,Henrik Borgstrom,C,WSH,2022-23,pooled,1,8.17,8.167,1,1.0,0,0.0,3,,,,,,,,
8479587,Rhett Gardner,C,PHI,2023-24,pooled,1,7.47,7.467,0,0.0,0,0.0,1,,,,,,,,
8482941,Shane Lachance,L,NJD,2025-26,pooled,1,7.42,7.417,2,2.0,0,0.0,2,,,,,,,,
8482207,William Dufour,R,NYI,2022-23,pooled,1,6.8,6.8,3,3.0,0,0.0,0,,,,,,,,
8478367,Cole Bardreau,C,NYI,2022-23,pooled,1,6.62,6.617,0,0.0,1,1.0,1,,,,,,,,
8482829,Michael Milne,L,MIN,2024-25,pooled,1,6.57,6.567,0,0.0,0,0.0,3,,,,,,,,
8480977,Semyon Der-Arguchintsev,C,TOR,2022-23,pooled,1,6.37,6.367,0,0.0,0,0.0,1,,,,,,,,
8483401,Marc Johnstone,R,PIT,2023-24,pooled,1,6.15,6.15,0,0.0,1,1.0,1,,,,,,,,
8478956,Samuel Laberge,L,NJD,2023-24,pooled,2,6.07,3.033,0,0.0,2,1.0,5,,,,,,,,
8479986,Kole Lind,R,SEA,2023-24,pooled,1,5.88,5.883,1,1.0,0,0.0,2,,,,,,,,
8478058,CJ Suess,L,SJS,2022-23,pooled,1,5.73,5.733,1,1.0,0,0.0,0,,,,,,,,
8476323,Max McCormick,L,SEA,2023-24,pooled,1,5.63,5.633,0,0.0,0,0.0,2,,,,,,,,
8482479,Trevor Kuntar,C,BUF,2025-26,pooled,1,5.2,5.2,0,0.0,1,1.0,0,,,,,,,,
8480274,Philip Kemp,D,EDM,2023-24,pooled,1,2.05,2.05,0,0.0,0,0.0,1,,,,,,,,
8483045,Cameron Butler,R,CBJ,2023-24,pooled,1,0.9,0.9,1,1.0,0,0.0,0,,,,,,,,
