player_id,games_played,toi_5v5_sec,cf_5v5,ca_5v5,cfpct_5v5
8476948,9,5151,73,79,0.48026
8476952,34,18438,284,281,0.50265
8476958,305,323686,5771,5197,0.52617
8476960,117,89735,1367,1545,0.46944
8476967,352,339694,5378,5111,0.51273
8476979,225,206513,3395,3334,0.50453
8476981,278,208420,3307,3610,0.4781
8476988,98,90019,1294,1499,0.4633
8476994,115,76607,1202,1286,0.48312
8477015,237,168391,2589,2616,0.49741
8477018,112,95835,1545,1478,0.51108
8477021,279,200848,3190,3144,0.50363
8477034,103,98246,1498,1566,0.4889
8477070,182,104451,1530,1649,0.48128
8477073,126,44949,615,688,0.47199
8477126,56,30373,426,513,0.45367
8477149,27,13334,185,206,0.47315
8477210,9,6113,96,85,0.53039
8477220,289,255913,4002,3951,0.50321
8477244,104,72005,1146,1153,0.49848
8477320,16,6355,86,105,0.45026
8477330,155,102278,1603,1646,0.49338
8477335,152,133443,2091,2176,0.49004
8477341,13,9205,111,155,0.41729
8477346,290,309441,5388,4895,0.52397
8477353,194,114967,1737,1745,0.49885
8477357,69,35746,478,576,0.45351
8477359,3,2201,35,33,0.51471
8477365,265,228006,3588,3625,0.49744
8477369,264,230998,3499,3585,0.49393
8477380,161,97698,1535,1583,0.4923
8477384,129,95591,1447,1648,0.46753
8477392,143,99575,1566,1611,0.49292
8477401,28,13497,257,229,0.52881
8477402,272,224416,3500,3638,0.49033
8477404,291,260729,4604,4501,0.50566
8477406,288,187216,2739,2761,0.498
8477407,197,152048,2516,2768,0.47615
8477409,351,301908,5107,5229,0.4941
8477416,305,226489,3698,3646,0.50354
8477419,3,779,14,12,0.53846
8477425,242,160727,2783,2941,0.4862
8477426,286,224144,3409,3449,0.49708
8477429,266,205998,3031,3314,0.4777
8477433,42,34626,509,555,0.47838
8477435,228,212210,3506,3456,0.50359
8477444,223,169626,2715,2890,0.48439
8477446,228,148116,2344,2325,0.50203
8477447,250,270091,4536,4255,0.51598
8477450,261,200376,2817,3032,0.48162
8477451,258,209305,3607,3457,0.51062
8477454,112,69233,964,1013,0.48761
8477456,290,235557,3713,3917,0.48663
8477460,21,12815,187,218,0.46173
8477462,45,37724,546,538,0.50369
8477463,11,6462,103,97,0.515
8477464,16,10225,164,159,0.50774
8477467,4,3036,54,53,0.50467
8477471,3,1658,25,17,0.59524
8477473,59,36926,589,674,0.46635
8477476,238,209838,3603,3481,0.50861
8477478,222,147166,2470,2273,0.52077
8477479,273,223909,3590,3744,0.4895
8477482,45,28804,460,484,0.48729
8477488,259,277117,4623,4319,0.517
8477492,306,310469,5652,5289,0.51659
8477493,273,223175,3814,3622,0.51291
8477494,225,179195,2994,2942,0.50438
8477495,257,278872,4286,4541,0.48556
8477496,289,221123,3649,3626,0.50158
8477497,212,160572,2763,2726,0.50337
8477498,343,375683,6236,6075,0.50654
8477499,200,193358,3122,2865,0.52146
8477500,292,255002,4488,4330,0.50896
8477501,210,177650,3063,2946,0.50974
8477503,319,245409,4012,4151,0.49149
8477504,306,353349,5801,5563,0.51047
8477505,315,252845,3920,4020,0.4937
8477506,269,282554,4613,4803,0.48991
8477507,295,290184,4669,4509,0.50872
8477508,199,119447,1652,1888,0.46667
8477511,208,155767,2530,2431,0.50998
8477520,4,2268,34,44,0.4359
8477527,158,81095,1148,1268,0.47517
8477541,56,43096,683,682,0.50037
8477573,197,125115,1743,1859,0.4839
8477810,171,142371,2208,2167,0.50469
8477839,189,134088,2164,2198,0.4961
8477845,281,264166,4164,4252,0.49477
8477846,84,46246,698,733,0.48777
8477851,108,96643,1424,1483,0.48985
8477887,88,50546,765,722,0.51446
8477903,275,167184,2787,2480,0.52914
8477919,284,204054,3171,3285,0.49117
8477930,119,61124,866,875,0.49742
8477931,202,115610,1710,1819,0.48456
8477932,285,286042,4815,4845,0.49845
8477933,341,280487,4613,4445,0.50927
8477934,325,313386,5346,4909,0.52131
8477935,316,257654,4452,4380,0.50408
8477938,126,100725,1466,1601,0.47799
8477939,315,274876,4691,4610,0.50435
8477940,259,197773,3448,3102,0.52641
8477941,74,49117,744,826,0.47389
8477942,272,231690,3958,3539,0.52794
8477944,81,50684,775,853,0.47604
8477946,270,224384,3592,3627,0.49758
8477947,136,90522,1346,1401,0.48999
8477948,292,322651,5264,4881,0.51888
8477949,275,224753,3764,3654,0.50741
8477950,187,180979,3185,3021,0.51321
8477951,268,230958,3544,3516,0.50198
8477952,156,110836,1713,2017,0.45925
8477953,243,169660,2660,2640,0.50189
8477955,278,200552,3256,3287,0.49763
8477956,307,275819,4400,4305,0.50546
8477960,303,248639,3981,3914,0.50424
8477962,77,41707,632,612,0.50804
8477964,322,277456,4726,4600,0.50676
8477969,273,302208,5095,5027,0.50336
8477971,168,120432,1840,1806,0.50466
8477979,144,96094,1396,1516,0.4794
8477981,6,4367,63,105,0.375
8477986,311,343417,5732,5821,0.49615
8477987,291,208722,3143,3323,0.48608
8477989,227,170929,2659,2925,0.47618
8477993,38,18492,286,309,0.48067
8477996,10,6118,89,105,0.45876
8477998,311,227475,3855,3498,0.52428
8478010,297,262769,4396,4343,0.50303
8478011,12,8944,151,148,0.50502
8478013,245,238908,4026,3947,0.50495
8478017,51,38525,630,563,0.52808
8478020,284,214514,3456,3391,0.50475
8478021,46,36722,582,580,0.50086
8478028,87,46750,664,700,0.4868
8478038,306,340544,5766,5536,0.51018
8478042,226,177457,3109,2739,0.53163
8478043,247,153921,2165,2378,0.47656
8478046,250,170763,2618,2690,0.49322
8478047,287,222012,3827,3662,0.51102
8478051,27,13791,194,205,0.48622
8478055,356,388493,6475,6536,0.49766
8478056,6,2416,29,43,0.40278
8478057,245,165526,2469,2562,0.49076
8478058,1,344,5,1,0.83333
8478062,17,10159,140,135,0.50909
8478067,74,41371,584,672,0.46497
8478075,14,10347,144,155,0.48161
8478078,43,22322,359,334,0.51804
8478099,152,103098,1682,1735,0.49224
8478104,132,79871,1117,1255,0.47091
8478109,237,161104,2459,2524,0.49348
8478115,219,164169,2748,2589,0.5149
8478131,1,548,20,11,0.64516
8478133,265,188537,2879,3093,0.48208
8478136,283,287449,4690,4668,0.50118
8478146,48,26389,398,441,0.47437
8478147,28,9967,154,158,0.49359
8478173,4,1685,31,23,0.57407
8478178,228,222335,3626,3634,0.49945
8478211,72,40384,604,604,0.5
8478224,3,2052,25,46,0.35211
8478233,282,209083,3566,3268,0.5218
8478366,273,209040,3402,3759,0.47507
8478367,1,397,5,3,0.625
8478373,3,1584,24,16,0.6
8478396,305,333814,5588,5277,0.51431
8478397,287,306700,5327,5128,0.50952
8478398,300,281476,4504,4554,0.49724
8478399,254,260077,4209,4173,0.50215
8478400,120,61587,928,982,0.48586
8478401,303,232093,3664,3728,0.49567
8478402,331,331603,5756,5174,0.52662
8478403,292,252710,4459,4013,0.52632
8478407,262,291766,4780,4843,0.49673
8478408,80,63823,925,1078,0.46181
8478409,38,22972,352,383,0.47891
8478413,187,136035,2190,2129,0.50706
8478414,282,252490,4363,4230,0.50774
8478415,22,15066,243,214,0.53173
8478416,261,239663,3642,3696,0.49632
8478420,313,308273,5352,5222,0.50615
8478421,262,145616,2251,2211,0.50448
8478424,147,79051,1217,1245,0.49431
8478427,317,259989,4600,4063,0.53099
8478430,51,44699,801,782,0.506
8478431,59,36144,534,573,0.48238
8478432,205,134458,1969,2189,0.47354
8478434,323,216366,3299,3398,0.49261
8478438,234,163328,2769,2679,0.50826
8478439,263,228445,3921,3776,0.50942
8478440,307,248075,4146,4228,0.4951
8478443,294,277767,4279,4441,0.49071
8478444,284,235079,3550,3796,0.48326
8478445,231,210588,3754,3485,0.51858
8478446,4,1737,33,23,0.58929
8478449,303,227980,3869,3764,0.50688
8478450,164,156640,2429,2441,0.49877
8478451,85,79090,1177,1149,0.50602
8478452,111,99655,1491,1530,0.49355
8478454,134,102639,1509,1534,0.49589
8478455,7,5047,72,98,0.42353
8478458,276,207125,3405,3555,0.48922
8478460,204,247637,4400,4361,0.50223
8478462,288,211764,3314,3416,0.49242
8478463,287,220237,3558,3683,0.49137
8478465,20,17322,273,265,0.50743
8478466,180,103390,1657,1625,0.50488
8478468,224,199087,3080,3092,0.49903
8478469,233,261782,4436,4247,0.51088
8478472,221,155059,2390,2368,0.50231
8478474,283,210119,3311,3425,0.49154
8478476,33,23294,368,337,0.52199
8478477,51,23782,349,383,0.47678
8478483,308,267640,4373,4187,0.51086
8478491,7,4811,82,73,0.52903
8478493,246,187965,3165,3014,0.51222
8478495,84,58173,902,992,0.47624
8478498,290,217151,3537,3530,0.5005
8478500,293,320025,5146,5159,0.49937
8478502,93,61928,969,954,0.5039
8478506,6,4469,58,72,0.44615
8478507,232,240405,3679,3744,0.49562
8478508,292,205233,3146,3306,0.4876
8478512,63,34363,498,542,0.47885
8478519,276,222261,3681,3657,0.50164
8478542,319,255635,4205,4035,0.51032
8478550,311,286585,4850,4500,0.51872
8478569,267,180591,2756,2756,0.5
8478585,215,115246,1752,1713,0.50563
8478831,289,174784,2651,2710,0.4945
8478840,308,281853,4425,4484,0.49669
8478841,59,46057,601,757,0.44256
8478843,72,42868,718,631,0.53225
8478846,16,13372,221,195,0.53125
8478851,246,237929,3758,3796,0.49748
8478854,117,100830,1571,1649,0.48789
8478856,300,231236,3640,3570,0.50485
8478859,328,324632,5003,5120,0.49422
8478864,238,233094,3855,3642,0.51421
8478870,17,9877,166,151,0.52366
8478873,258,225724,3677,3754,0.49482
8478874,130,72850,1106,1170,0.48594
8478881,11,7590,112,109,0.50679
8478882,297,323475,5401,5106,0.51404
8478888,3,1317,14,19,0.42424
8478891,249,198530,3271,3224,0.50362
8478904,266,147539,2206,2254,0.49462
8478911,300,303857,5234,4783,0.52251
8478956,2,364,8,5,0.61538
8478967,28,18332,277,314,0.4687
8478970,306,281037,4660,4081,0.53312
8478975,304,246311,4037,4077,0.49754
8479022,45,25086,389,384,0.50323
8479026,77,63820,970,1021,0.48719
8479066,290,163772,2662,2638,0.50226
8479249,5,3083,48,58,0.45283
8479252,1,535,17,9,0.65385
8479291,117,54817,853,878,0.49278
8479293,276,179609,2801,2745,0.50505
8479304,1,705,12,8,0.6
8479314,301,247732,4381,4149,0.5136
8479315,111,75546,1060,1135,0.48292
8479316,223,155568,2397,2784,0.46265
8479318,280,255238,4521,3990,0.53119
8479320,10,6250,81,84,0.49091
8479321,10,8066,120,134,0.47244
8479322,60,44964,792,710,0.5273
8479323,280,290379,4792,4556,0.51262
8479324,287,278570,4378,4420,0.49761
8479325,254,265335,4394,4218,0.51022
8479328,85,45727,684,754,0.47566
8479329,3,2367,54,36,0.6
8479330,7,3882,66,72,0.47826
8479333,16,12581,188,196,0.48958
8479335,50,28833,423,460,0.47905
8479336,204,122189,2052,1915,0.51727
8479337,294,246780,4217,3999,0.51327
8479338,23,12532,195,220,0.46988
8479339,127,95310,1524,1621,0.48458
8479341,2,2006,42,32,0.56757
8479343,285,255326,3857,3860,0.49981
8479344,132,85350,1433,1348,0.51528
8479345,264,287627,4776,4735,0.50216
8479346,125,84663,1427,1328,0.51797
8479347,2,724,9,8,0.52941
8479348,36,31311,467,457,0.50541
8479351,300,213627,3230,3211,0.50147
8479353,283,210099,3330,3387,0.49576
8479356,47,26900,416,399,0.51043
8479359,217,128142,1866,2039,0.47785
8479362,14,7808,84,132,0.38889
8479365,302,212858,3338,3335,0.50022
8479366,30,17055,224,262,0.46091
8479367,39,19616,290,275,0.51327
8479368,164,107158,1521,1791,0.45924
8479369,241,237374,3711,3956,0.48402
8479370,194,123812,1818,1971,0.47981
8479371,249,235102,3941,3850,0.50584
8479372,210,162716,2714,2574,0.51324
8479375,4,1595,15,14,0.51724
8479376,12,8394,126,145,0.46494
8479378,160,128626,2051,2045,0.50073
8479379,86,37024,573,634,0.47473
8479383,119,73752,1125,1203,0.48325
8479385,288,239924,3726,3762,0.4976
8479387,38,23999,374,357,0.51163
8479388,58,44809,669,689,0.49264
8479390,273,195781,3013,3230,0.48262
8479393,196,124483,1934,2091,0.4805
8479395,52,37287,569,580,0.49521
8479398,267,278857,4738,4542,0.51056
8479400,277,226871,3844,3492,0.52399
8479402,156,136462,2232,2432,0.47856
8479404,1,490,7,8,0.46667
8479407,306,250896,4389,4202,0.51088
8479410,238,250451,4143,4084,0.50359
8479414,190,107664,1562,1693,0.47988
8479415,137,96886,1582,1624,0.49345
8479419,5,2304,25,33,0.43103
8479420,271,226623,3816,3719,0.50644
8479421,78,49721,858,701,0.55035
8479423,42,31742,547,567,0.49102
8479425,264,288023,4329,4610,0.48428
8479439,92,59103,905,953,0.48708
8479442,245,213371,3235,3463,0.48298
8479458,84,71501,1079,1274,0.45856
8479465,11,4597,71,74,0.48966
8479514,55,37664,537,660,0.44862
8479518,5,2829,54,30,0.64286
8479520,288,168752,2722,2730,0.49927
8479522,6,3801,58,59,0.49573
8479523,11,9930,166,183,0.47564
8479525,284,196201,3471,3252,0.51629
8479526,8,2881,35,46,0.4321
8479533,22,13357,182,203,0.47273
8479536,78,41242,621,599,0.50902
8479542,298,258361,4323,4173,0.50883
8479543,155,72242,1050,1123,0.4832
8479546,37,19894,283,283,0.5
8479547,33,17553,260,288,0.47445
8479550,45,23993,341,347,0.49564
8479573,5,1979,28,27,0.50909
8479576,226,181542,2746,2670,0.50702
8479578,29,17623,244,260,0.48413
8479580,60,32680,479,488,0.49535
8479587,1,448,7,2,0.77778
8479591,247,161741,2639,2598,0.50391
8479594,1,665,18,9,0.66667
8479602,1,508,9,12,0.42857
8479619,181,118113,1952,2038,0.48922
8479638,151,96511,1511,1509,0.50033
8479639,24,17952,315,253,0.55458
8479644,24,13873,171,214,0.44416
8479661,249,166842,2591,2605,0.49865
8479671,231,163456,2640,2701,0.49429
8479675,272,220438,3986,3369,0.54194
8479705,39,24995,468,429,0.52174
8479718,40,23523,368,410,0.47301
8479746,5,1644,28,25,0.5283
8479772,109,58382,911,906,0.50138
8479941,137,97461,1602,1656,0.49171
8479942,25,10855,150,158,0.48701
8479944,172,109710,1705,1658,0.50699
8479945,51,44459,691,791,0.46626
8479968,70,41843,626,674,0.48154
8479972,79,43596,654,657,0.49886
8479976,189,176400,2679,2738,0.49455
8479977,175,123276,1940,1882,0.50759
8479980,297,294073,4588,4826,0.48736
8479981,133,63107,926,1020,0.47585
8479982,139,118322,1966,1859,0.51399
8479983,279,299543,4709,5108,0.47968
8479984,54,44270,635,693,0.47816
8479985,37,27949,487,405,0.54596
8479986,1,353,7,9,0.4375
8479987,292,222734,3598,3582,0.50111
8479991,36,19139,261,284,0.4789
8479992,243,172137,2567,2831,0.47555
8479994,90,53108,859,792,0.52029
8479996,223,155533,2478,2501,0.49769
8479998,290,318951,4963,4760,0.51044
8479999,295,239337,3664,3653,0.50075
8480001,160,143672,2189,2314,0.48612
8480002,288,239806,4159,3962,0.51213
8480003,270,174460,2575,2686,0.48945
8480007,48,28000,403,421,0.48908
8480008,86,46838,759,709,0.51703
8480009,281,212558,3505,3572,0.49527
8480011,156,91165,1353,1496,0.4749
8480012,280,227776,3477,3417,0.50435
8480014,251,208837,3308,3332,0.49819
8480015,280,222695,3890,3452,0.52983
8480018,300,266398,4358,4247,0.50645
8480021,84,48092,643,763,0.45733
8480023,272,234964,3696,3788,0.49385
8480025,133,83249,1173,1379,0.45964
8480027,341,295762,4891,4720,0.5089
8480028,282,214083,3543,3332,0.51535
8480031,66,48898,730,890,0.45062
8480032,13,6586,90,98,0.47872
8480034,2,1228,20,22,0.47619
8480035,205,209789,3245,3370,0.49055
8480036,292,338761,5487,5370,0.50539
8480037,10,5044,59,89,0.39865
8480039,315,272497,4755,4445,0.51685
8480041,2,1778,27,21,0.5625
8480043,222,211819,3549,3462,0.5062
8480049,265,245198,4018,3620,0.52605
8480056,11,8405,106,142,0.42742
8480058,190,157643,2567,2588,0.49796
8480064,148,108521,1833,1741,0.51287
8480068,242,163754,2818,2608,0.51935
8480069,282,298886,5140,5017,0.50605
8480070,62,52912,758,892,0.45939
8480071,11,6797,116,114,0.50435
8480072,1,517,9,14,0.3913
8480073,178,145384,2429,2227,0.52169
8480074,143,103046,1676,1856,0.47452
8480075,7,5468,70,77,0.47619
8480078,158,120644,1895,1944,0.49362
8480084,72,57584,981,919,0.51632
8480113,293,203600,3308,2999,0.5245
8480144,259,175248,2548,2651,0.49009
8480145,288,300449,4856,4798,0.503
8480157,55,46332,697,721,0.49154
8480160,44,34865,567,551,0.50716
8480172,177,162569,2478,2826,0.46719
8480184,82,70593,958,1102,0.46505
8480185,354,265046,4183,4194,0.49934
8480188,286,225350,3692,3857,0.48907
8480192,244,226668,3478,3569,0.49354
8480196,173,132392,1973,2084,0.48632
8480205,124,74048,1212,1227,0.49692
8480208,296,245571,4171,3974,0.51209
8480216,18,14005,207,238,0.46517
8480220,268,197425,3086,2936,0.51245
8480222,135,118868,1967,1935,0.5041
8480226,5,2510,45,37,0.54878
8480242,4,2857,42,50,0.45652
8480245,48,29068,474,425,0.52725
8480246,279,252076,3915,4003,0.49444
8480252,41,27262,430,468,0.47884
8480259,42,20704,328,376,0.46591
8480267,13,7873,126,101,0.55507
8480274,1,123,2,0,1.0
8480275,1,553,5,12,0.29412
8480281,275,180585,2620,2775,0.48563
8480289,280,165875,2635,2438,0.51942
8480291,6,4493,58,79,0.42336
8480292,28,15151,237,260,0.47686
8480306,15,10478,147,154,0.48837
8480326,68,37655,556,607,0.47807
8480328,4,3040,52,47,0.52525
8480336,304,281649,5127,4485,0.5334
8480355,237,126485,1997,1978,0.50239
8480426,45,45107,646,688,0.48426
8480434,222,217170,3557,3471,0.50612
8480439,6,4523,64,91,0.4129
8480441,20,12977,221,247,0.47222
8480443,2,1267,16,11,0.59259
8480448,268,155142,2495,2361,0.5138
8480459,280,205000,3060,3145,0.49315
8480467,5,3682,50,42,0.54348
8480468,41,19179,294,289,0.50429
8480727,278,267076,4170,4287,0.49308
8480748,226,164108,2570,2618,0.49537
8480762,256,169080,2769,2823,0.49517
8480776,10,5568,90,89,0.50279
8480789,110,65916,1059,1100,0.4905
8480796,265,262209,4159,4213,0.49677
8480797,294,231410,3910,3706,0.51339
8480798,216,175789,2591,2981,0.465
8480800,283,332880,5144,5095,0.50239
8480801,285,235430,4380,3831,0.53343
8480802,299,217084,3429,3347,0.50605
8480803,350,368854,6312,5614,0.52926
8480806,229,151152,2181,2498,0.46613
8480807,202,209808,3253,3316,0.4952
8480813,269,182763,2650,2765,0.48938
8480817,298,328462,5431,5221,0.50986
8480820,2,1083,22,22,0.5
8480821,102,72508,1167,1301,0.47285
8480822,36,19785,295,314,0.4844
8480823,92,75773,1180,1118,0.51349
8480825,19,9943,139,174,0.44409
8480828,17,12648,200,241,0.45351
8480829,305,221436,3745,3432,0.52181
8480830,265,214025,3840,3504,0.52288
8480831,21,18537,285,261,0.52198
8480833,44,27585,397,404,0.49563
8480834,153,123761,1870,1919,0.49353
8480835,261,167841,2908,2517,0.53604
8480836,16,6578,97,109,0.47087
8480839,275,315928,5227,4979,0.51215
8480840,127,75489,1056,1118,0.48574
8480842,8,4813,76,84,0.475
8480844,26,14617,220,229,0.48998
8480845,159,83182,1276,1203,0.51472
8480846,6,2630,44,40,0.52381
8480848,235,158587,2386,2560,0.48241
8480849,228,173695,2785,2674,0.51017
8480851,32,18151,290,258,0.5292
8480853,78,49314,707,848,0.45466
8480855,269,182403,2774,3060,0.47549
8480860,253,241968,3866,3903,0.49762
8480863,1,505,9,10,0.47368
8480865,286,302818,5266,5051,0.51042
8480870,60,38673,552,663,0.45432
8480871,132,109315,1810,1909,0.48669
8480873,275,284246,4594,4574,0.50109
8480874,14,11293,172,185,0.48179
8480876,30,12690,197,154,0.56125
8480878,207,169702,2817,2875,0.49491
8480879,169,138629,2220,2213,0.50079
8480880,143,79850,1146,1202,0.48807
8480883,17,13057,216,215,0.50116
8480884,134,106413,1644,1809,0.47611
8480887,157,141717,2159,2319,0.48213
8480890,9,4134,68,73,0.48227
8480891,173,156752,2611,2547,0.5062
8480893,261,216926,3577,3713,0.49067
8480901,48,30433,463,432,0.51732
8480913,15,14313,223,248,0.47346
8480935,17,11775,169,150,0.52978
8480950,271,225834,3480,3629,0.48952
8480977,1,382,10,7,0.58824
8480979,4,1762,22,32,0.40741
8480980,260,149551,2248,2304,0.49385
8480990,108,95318,1520,1475,0.50751
8480994,1,772,12,14,0.46154
8480995,220,147068,2303,2215,0.50974
8481004,2,1547,24,22,0.52174
8481006,129,102822,1476,1503,0.49547
8481013,180,126293,1863,1914,0.49325
8481014,234,254264,4344,4304,0.50231
8481016,2,1058,18,26,0.40909
8481019,131,65409,989,947,0.51085
8481024,71,46702,685,702,0.49387
8481028,157,113502,1922,1904,0.50235
8481030,45,37114,560,614,0.477
8481032,260,185024,2815,3013,0.48301
8481042,55,35935,545,547,0.49908
8481043,139,78640,1170,1211,0.49139
8481056,91,75842,1205,1191,0.50292
8481058,96,57670,871,930,0.48362
8481059,89,71336,1093,1108,0.49659
8481065,27,15229,227,245,0.48093
8481068,279,210165,3496,3401,0.50689
8481070,9,4833,68,61,0.52713
8481072,59,57057,883,960,0.47911
8481077,21,12096,181,210,0.46292
8481093,81,55978,829,925,0.47263
8481102,5,1968,51,28,0.64557
8481122,279,252865,3921,4160,0.48521
8481133,55,33342,428,532,0.44583
8481147,102,59389,856,951,0.47371
8481161,122,88613,1400,1515,0.48027
8481167,156,123962,2004,2127,0.48511
8481178,158,133281,2174,1965,0.52525
8481186,241,170696,2688,2617,0.50669
8481206,41,27509,421,449,0.48391
8481219,34,31653,509,503,0.50296
8481237,152,89781,1321,1281,0.50769
8481239,17,8035,114,126,0.475
8481422,54,29316,435,447,0.4932
8481433,3,1859,19,17,0.52778
8481441,15,10384,155,179,0.46407
8481461,11,9399,161,123,0.5669
8481462,10,5973,103,90,0.53368
8481477,235,146875,2359,2448,0.49074
8481481,236,151129,2430,2310,0.51266
8481486,7,5334,76,79,0.49032
8481491,20,10690,160,154,0.50955
8481517,186,117034,1770,1995,0.47012
8481518,28,15880,252,245,0.50704
8481521,14,11373,222,170,0.56633
8481522,282,203281,3045,3117,0.49416
8481523,141,108406,1690,1708,0.49735
8481524,251,273423,4287,4350,0.49635
8481525,49,45755,697,714,0.49398
8481527,121,109339,1740,1630,0.51632
8481528,295,221439,3629,3633,0.49972
8481532,127,77060,1316,1196,0.52389
8481533,217,187150,2885,3105,0.48164
8481534,17,8657,117,161,0.42086
8481535,207,139620,2132,2164,0.49628
8481536,1,743,9,10,0.47368
8481537,62,52815,828,926,0.47206
8481540,263,220935,3756,3631,0.50846
8481541,54,40014,694,651,0.51599
8481542,294,307433,4973,4874,0.50503
8481543,51,27176,381,387,0.49609
8481546,243,250817,4029,3677,0.52284
8481550,20,11462,178,189,0.48501
8481553,174,125829,1917,1843,0.50984
8481554,286,220399,3527,3573,0.49676
8481556,160,87774,1320,1342,0.49587
8481557,293,248005,4176,3887,0.51792
8481559,248,234098,3976,3759,0.51403
8481560,123,73329,1284,1095,0.53972
8481562,2,1941,38,28,0.57576
8481563,87,76738,1197,1332,0.47331
8481564,46,37066,602,598,0.50167
8481567,119,115397,1713,2043,0.45607
8481568,211,225296,3309,3627,0.47708
8481569,6,3915,56,60,0.48276
8481572,29,22523,339,352,0.49059
8481575,13,9758,151,148,0.50502
8481576,2,791,8,12,0.4
8481577,138,95900,1525,1592,0.48925
8481578,3,2002,28,41,0.4058
8481580,226,174823,2896,2971,0.49361
8481581,262,287536,4698,4634,0.50343
8481582,194,123607,2095,1982,0.51386
8481585,19,12114,166,197,0.4573
8481591,13,7044,113,125,0.47479
8481592,87,54736,885,831,0.51573
8481593,147,127673,1989,2040,0.49367
8481594,4,2394,34,33,0.50746
8481596,236,190001,3183,2948,0.51916
8481598,200,183370,2766,2799,0.49704
8481599,41,35117,526,590,0.47133
8481600,42,33446,548,495,0.52541
8481601,250,177902,2950,2973,0.49806
8481604,205,161388,2668,2475,0.51876
